,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season
14356,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"SZABO, Istvan",HUN,Men,K-2 1000M (Kayak Double),Bronze,Summer
14357,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"NAGORNYI, Sergei",URS,Men,K-2 1000M (Kayak Double),Gold,Summer
14358,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"ROMANOVSKY, Vladimir",URS,Men,K-2 1000M (Kayak Double),Gold,Summer
14359,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"MATTERN, Joachim",GDR,Men,K-2 1000M (Kayak Double),Silver,Summer
14360,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"OLBRICHT, Bernd",GDR,Men,K-2 1000M (Kayak Double),Silver,Summer
14361,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"MALIHIN, Policarp",ROU,Men,K-2 500M (Kayak Double),Bronze,Summer
14362,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"SERHEI, Larion",ROU,Men,K-2 500M (Kayak Double),Bronze,Summer
14363,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"MATTERN, Joachim",GDR,Men,K-2 500M (Kayak Double),Gold,Summer
14364,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"OLBRICHT, Bernd",GDR,Men,K-2 500M (Kayak Double),Gold,Summer
14365,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"NAGORNYI, Sergei",URS,Men,K-2 500M (Kayak Double),Silver,Summer
14366,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"ROMANOVSKY, Vladimir",URS,Men,K-2 500M (Kayak Double),Silver,Summer
14367,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"KÖSTER, Bärbel",GDR,Women,K-2 500M (Kayak Double),Bronze,Summer
14368,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"ZIRZOW, Carola",GDR,Women,K-2 500M (Kayak Double),Bronze,Summer
14369,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"GOPOVA-TROFIMOVA, Nina",URS,Women,K-2 500M (Kayak Double),Gold,Summer
14370,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"KREFT-ALEKSEEVA, Galina",URS,Women,K-2 500M (Kayak Double),Gold,Summer
14371,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"PFEFFER, Anna",HUN,Women,K-2 500M (Kayak Double),Silver,Summer
14372,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"RAJNAI, Klara",HUN,Women,K-2 500M (Kayak Double),Silver,Summer
14373,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"BISCHOF, Frank-Peter",GDR,Men,K-4 1000M (Kayak Four),Bronze,Summer
14374,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"DUVIGNEAU, Bernd",GDR,Men,K-4 1000M (Kayak Four),Bronze,Summer
14375,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"HELM, Rüdiger",GDR,Men,K-4 1000M (Kayak Four),Bronze,Summer
14376,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"LEHNERT, Jürgen",GDR,Men,K-4 1000M (Kayak Four),Bronze,Summer
14377,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"CHUKHRAI, Sergei",URS,Men,K-4 1000M (Kayak Four),Gold,Summer
14378,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"DEGTYAREV, Aleksandr",URS,Men,K-4 1000M (Kayak Four),Gold,Summer
14379,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"FILATOV, Yuri",URS,Men,K-4 1000M (Kayak Four),Gold,Summer
14380,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"MOROZOV, Vladimir",URS,Men,K-4 1000M (Kayak Four),Gold,Summer
14381,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"ESTEBAN CELLORIO, Jose Maria",ESP,Men,K-4 1000M (Kayak Four),Silver,Summer
14382,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"LOPEZ DIAZ FLOR, Jose Ramon",ESP,Men,K-4 1000M (Kayak Four),Silver,Summer
14383,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"MENENDEZ RODRIGUEZ, Herminio",ESP,Men,K-4 1000M (Kayak Four),Silver,Summer
14384,1976,Montreal,Canoe / Kayak,Canoe / Kayak F,"RAMOS MISIONE, Luis Gregorio",ESP,Men,K-4 1000M (Kayak Four),Silver,Summer
14385,1976,Montreal,Cycling,Cycling Road,"NOWICKI, Mieczyslaw",POL,Men,Individual Road Race,Bronze,Summer
14386,1976,Montreal,Cycling,Cycling Road,"JOHANSSON, Bernt",SWE,Men,Individual Road Race,Gold,Summer
14387,1976,Montreal,Cycling,Cycling Road,"MARTINELLI, Giuseppe",ITA,Men,Individual Road Race,Silver,Summer
14388,1976,Montreal,Cycling,Cycling Road,"BLAUDZUN, Verner",DEN,Men,Team Time Trial,Bronze,Summer
14389,1976,Montreal,Cycling,Cycling Road,"FRANK, Gert",DEN,Men,Team Time Trial,Bronze,Summer
14390,1976,Montreal,Cycling,Cycling Road,"HANSEN, Jorgen Emil",DEN,Men,Team Time Trial,Bronze,Summer
14391,1976,Montreal,Cycling,Cycling Road,"LUND, Jorn",DEN,Men,Team Time Trial,Bronze,Summer
14392,1976,Montreal,Cycling,Cycling Road,"CHAPLYGIN, Valeri",URS,Men,Team Time Trial,Gold,Summer
14393,1976,Montreal,Cycling,Cycling Road,"CHUKANOV, Anatoli",URS,Men,Team Time Trial,Gold,Summer
14394,1976,Montreal,Cycling,Cycling Road,"KAMINSKY, Vladimir",URS,Men,Team Time Trial,Gold,Summer
14395,1976,Montreal,Cycling,Cycling Road,"PIKKUUS, Aavo",URS,Men,Team Time Trial,Gold,Summer
14396,1976,Montreal,Cycling,Cycling Road,"MYTNIK, Tadeusz",POL,Men,Team Time Trial,Silver,Summer
14397,1976,Montreal,Cycling,Cycling Road,"NOWICKI, Mieczyslaw",POL,Men,Team Time Trial,Silver,Summer
14398,1976,Montreal,Cycling,Cycling Road,"SZOZDA, Stanislaw",POL,Men,Team Time Trial,Silver,Summer
14399,1976,Montreal,Cycling,Cycling Road,"SZURKOWSKI, Ryszard",POL,Men,Team Time Trial,Silver,Summer
14400,1976,Montreal,Cycling,Cycling Track,"FREDBORG, Niels Christian",DEN,Men,1KM Time Trial,Bronze,Summer
14401,1976,Montreal,Cycling,Cycling Track,"GRÜNKE, Klaus-Jürgen",GDR,Men,1KM Time Trial,Gold,Summer
14402,1976,Montreal,Cycling,Cycling Track,"VAARTEN, Michel",BEL,Men,1KM Time Trial,Silver,Summer
14403,1976,Montreal,Cycling,Cycling Track,"HUSCHKE, Thomas",GDR,Men,Individual Pursuit,Bronze,Summer
14404,1976,Montreal,Cycling,Cycling Track,"BRAUN, Gregor",FRG,Men,Individual Pursuit,Gold,Summer
14405,1976,Montreal,Cycling,Cycling Track,"PONSTEEN, Herman",NED,Men,Individual Pursuit,Silver,Summer
14406,1976,Montreal,Cycling,Cycling Track,"GESCHKE, Hans-Jürgen",GDR,Men,Sprint Indivual,Bronze,Summer
14407,1976,Montreal,Cycling,Cycling Track,"TKAC, Anton",TCH,Men,Sprint Indivual,Gold,Summer
14408,1976,Montreal,Cycling,Cycling Track,"MORELON, Daniel",FRA,Men,Sprint Indivual,Silver,Summer
14409,1976,Montreal,Cycling,Cycling Track,"BANBURY, Ian",GBR,Men,Team Pursuit (4000M),Bronze,Summer
14410,1976,Montreal,Cycling,Cycling Track,"BENNETT, Michael John",GBR,Men,Team Pursuit (4000M),Bronze,Summer
14411,1976,Montreal,Cycling,Cycling Track,"CROKER, Robin",GBR,Men,Team Pursuit (4000M),Bronze,Summer
14412,1976,Montreal,Cycling,Cycling Track,"HALLAM, Ian",GBR,Men,Team Pursuit (4000M),Bronze,Summer
14413,1976,Montreal,Cycling,Cycling Track,"BRAUN, Gregor",FRG,Men,Team Pursuit (4000M),Gold,Summer
14414,1976,Montreal,Cycling,Cycling Track,"LUTZ, Hans",FRG,Men,Team Pursuit (4000M),Gold,Summer
14415,1976,Montreal,Cycling,Cycling Track,"SCHUHMACHER, Günther",FRG,Men,Team Pursuit (4000M),Gold,Summer
14416,1976,Montreal,Cycling,Cycling Track,"VONHOF, Peter",FRG,Men,Team Pursuit (4000M),Gold,Summer
14417,1976,Montreal,Cycling,Cycling Track,"OSOKIN, Vladimir",URS,Men,Team Pursuit (4000M),Silver,Summer
14418,1976,Montreal,Cycling,Cycling Track,"PEROV, Aleksandr",URS,Men,Team Pursuit (4000M),Silver,Summer
14419,1976,Montreal,Cycling,Cycling Track,"PETRAKOV, Vitali",URS,Men,Team Pursuit (4000M),Silver,Summer
14420,1976,Montreal,Cycling,Cycling Track,"SOKOLOV, Viktor",URS,Men,Team Pursuit (4000M),Silver,Summer
14421,1976,Montreal,Equestrian,Dressage,"KLIMKE, Reiner",FRG,Men,Individual,Bronze,Summer
14422,1976,Montreal,Equestrian,Dressage,"BOLDT, Harry",FRG,Men,Individual,Silver,Summer
14423,1976,Montreal,Equestrian,Dressage,"STUECKELBERGER, Christine",SUI,Women,Individual,Gold,Summer
14424,1976,Montreal,Equestrian,Dressage,"BOLDT, Harry",FRG,Men,Team,Gold,Summer
14425,1976,Montreal,Equestrian,Dressage,"KLIMKE, Reiner",FRG,Men,Team,Gold,Summer
14426,1976,Montreal,Equestrian,Dressage,"LEHMANN, Ulrich",SUI,Men,Team,Silver,Summer
14427,1976,Montreal,Equestrian,Dressage,"GURNEY, Hilda Carolyn",USA,Women,Team,Bronze,Summer
14428,1976,Montreal,Equestrian,Dressage,"MASTER, Edith Louise",USA,Women,Team,Bronze,Summer
14429,1976,Montreal,Equestrian,Dressage,"MORKIS, Dorothy Sarkis",USA,Women,Team,Bronze,Summer
14430,1976,Montreal,Equestrian,Dressage,"GRILLO, Gabriela",FRG,Women,Team,Gold,Summer
14431,1976,Montreal,Equestrian,Dressage,"RAMSEIER, Doris",SUI,Women,Team,Silver,Summer
14432,1976,Montreal,Equestrian,Dressage,"STUECKELBERGER, Christine",SUI,Women,Team,Silver,Summer
14433,1976,Montreal,Equestrian,Eventing,"SCHULTZ, Karl",FRG,Men,Individual,Bronze,Summer
14434,1976,Montreal,Equestrian,Eventing,"COFFIN, Edmund Sloane",USA,Men,Individual,Gold,Summer
14435,1976,Montreal,Equestrian,Eventing,"PLUMB, John Michael",USA,Men,Individual,Silver,Summer
14436,1976,Montreal,Equestrian,Eventing,"BENNETT, Mervyn",AUS,Men,Team,Bronze,Summer
14437,1976,Montreal,Equestrian,Eventing,"PIGOTT, Dennis",AUS,Men,Team,Bronze,Summer
14438,1976,Montreal,Equestrian,Eventing,"ROYCROFT, Wayne",AUS,Men,Team,Bronze,Summer
14439,1976,Montreal,Equestrian,Eventing,"ROYCROFT, William",AUS,Men,Team,Bronze,Summer
14440,1976,Montreal,Equestrian,Eventing,"COFFIN, Edmund Sloane",USA,Men,Team,Gold,Summer
14441,1976,Montreal,Equestrian,Eventing,"DAVIDSON, Bruce Oram",USA,Men,Team,Gold,Summer
14442,1976,Montreal,Equestrian,Eventing,"PLUMB, John Michael",USA,Men,Team,Gold,Summer
14443,1976,Montreal,Equestrian,Eventing,"AMMERMANN, Otto",FRG,Men,Team,Silver,Summer
14444,1976,Montreal,Equestrian,Eventing,"BLÖCKER, Herbert",FRG,Men,Team,Silver,Summer
14445,1976,Montreal,Equestrian,Eventing,"RETHEMEIER, Helmut",FRG,Men,Team,Silver,Summer
14446,1976,Montreal,Equestrian,Eventing,"SCHULTZ, Karl",FRG,Men,Team,Silver,Summer
14447,1976,Montreal,Equestrian,Eventing,"TAUSKEY, Mary Anne",USA,Women,Team,Gold,Summer
14448,1976,Montreal,Equestrian,Jumping,"MATHY, Francois",BEL,Men,Individual,Bronze,Summer
14449,1976,Montreal,Equestrian,Jumping,"SCHOCKEMÖHLE, Alwin",FRG,Men,Individual,Gold,Summer
14450,1976,Montreal,Equestrian,Jumping,"VAILLANCOURT, Michel",CAN,Men,Individual,Silver,Summer
14451,1976,Montreal,Equestrian,Jumping,"CUEPPER, Edgar-Henri",BEL,Men,Team,Bronze,Summer
14452,1976,Montreal,Equestrian,Jumping,"MATHY, Francois",BEL,Men,Team,Bronze,Summer
14453,1976,Montreal,Equestrian,Jumping,"VAN PAESSCHEN, Stanny",BEL,Men,Team,Bronze,Summer
14454,1976,Montreal,Equestrian,Jumping,"WAUTERS, Eric",BEL,Men,Team,Bronze,Summer
14455,1976,Montreal,Equestrian,Jumping,"PAROT, Hubert",FRA,Men,Team,Gold,Summer
14456,1976,Montreal,Equestrian,Jumping,"ROCHE, Michel",FRA,Men,Team,Gold,Summer
14457,1976,Montreal,Equestrian,Jumping,"ROGUET, Marc",FRA,Men,Team,Gold,Summer
14458,1976,Montreal,Equestrian,Jumping,"ROZIER, Jean Marcel",FRA,Men,Team,Gold,Summer
14459,1976,Montreal,Equestrian,Jumping,"SCHOCKEMÖHLE, Alwin",FRG,Men,Team,Silver,Summer
14460,1976,Montreal,Equestrian,Jumping,"SCHOCKEMÖHLE, Paul",FRG,Men,Team,Silver,Summer
14461,1976,Montreal,Equestrian,Jumping,"SÖNKSEN, Sönke",FRG,Men,Team,Silver,Summer
14462,1976,Montreal,Equestrian,Jumping,"WINKLER, Hans Günter",FRG,Men,Team,Silver,Summer
14463,1976,Montreal,Fencing,Fencing,"KULCSAR, Gyözö",HUN,Men,Épée Individual,Bronze,Summer
14464,1976,Montreal,Fencing,Fencing,"PUSCH, Alexander",FRG,Men,Épée Individual,Gold,Summer
14465,1976,Montreal,Fencing,Fencing,"HEHN, Hans-Jürgen",FRG,Men,Épée Individual,Silver,Summer
14466,1976,Montreal,Fencing,Fencing,"EVEQUOZ, Jean-Blaise",SUI,Men,Épée Team,Bronze,Summer
14467,1976,Montreal,Fencing,Fencing,"GIGER, Daniel",SUI,Men,Épée Team,Bronze,Summer
14468,1976,Montreal,Fencing,Fencing,"KAUTER, Christian",SUI,Men,Épée Team,Bronze,Summer
14469,1976,Montreal,Fencing,Fencing,"POFFET, Michel",SUI,Men,Épée Team,Bronze,Summer
14470,1976,Montreal,Fencing,Fencing,"SUCHANECKI, Francois",SUI,Men,Épée Team,Bronze,Summer
14471,1976,Montreal,Fencing,Fencing,"EDLING, Rolf",SWE,Men,Épée Team,Gold,Summer
14472,1976,Montreal,Fencing,Fencing,"FLODSTRÖM, Göran",SWE,Men,Épée Team,Gold,Summer
14473,1976,Montreal,Fencing,Fencing,"HÖGSTRÖM, Leif",SWE,Men,Épée Team,Gold,Summer
14474,1976,Montreal,Fencing,Fencing,"JACOBSON, Hans",SWE,Men,Épée Team,Gold,Summer
14475,1976,Montreal,Fencing,Fencing,"VON ESSEN, Carl",SWE,Men,Épée Team,Gold,Summer
14476,1976,Montreal,Fencing,Fencing,"BEHR, Reinhold",FRG,Men,Épée Team,Silver,Summer
14477,1976,Montreal,Fencing,Fencing,"FISCHER, Volker",FRG,Men,Épée Team,Silver,Summer
14478,1976,Montreal,Fencing,Fencing,"HEHN, Hans-Jürgen",FRG,Men,Épée Team,Silver,Summer
14479,1976,Montreal,Fencing,Fencing,"PUSCH, Alexander",FRG,Men,Épée Team,Silver,Summer
14480,1976,Montreal,Fencing,Fencing,"TALVARD, Bernard",FRA,Men,Foil Individual,Bronze,Summer
14481,1976,Montreal,Fencing,Fencing,"DAL ZOTTO, Fabio",ITA,Men,Foil Individual,Gold,Summer
14482,1976,Montreal,Fencing,Fencing,"ROMANKOV, Aleksander",URS,Men,Foil Individual,Silver,Summer
14483,1976,Montreal,Fencing,Fencing,"NOVIKOVA-BELOVA, Elena",URS,Women,Foil Individual,Bronze,Summer
14484,1976,Montreal,Fencing,Fencing,"SCHWARCZENBERGER, Ildiko",HUN,Women,Foil Individual,Gold,Summer
14485,1976,Montreal,Fencing,Fencing,"COLLINO, Maria Consolata",ITA,Women,Foil Individual,Silver,Summer
14486,1976,Montreal,Fencing,Fencing,"FLAMENT, Didier",FRA,Men,Foil Team,Bronze,Summer
14487,1976,Montreal,Fencing,Fencing,"NOËL, Christian",FRA,Men,Foil Team,Bronze,Summer
14488,1976,Montreal,Fencing,Fencing,"PIETRUSZKA, Frederic",FRA,Men,Foil Team,Bronze,Summer
14489,1976,Montreal,Fencing,Fencing,"REVENU, Daniel",FRA,Men,Foil Team,Bronze,Summer
14490,1976,Montreal,Fencing,Fencing,"TALVARD, Bernard",FRA,Men,Foil Team,Bronze,Summer
14491,1976,Montreal,Fencing,Fencing,"BACH, Thomas",FRG,Men,Foil Team,Gold,Summer
14492,1976,Montreal,Fencing,Fencing,"BEHR, Matthias",FRG,Men,Foil Team,Gold,Summer
14493,1976,Montreal,Fencing,Fencing,"HEIN, Harald",FRG,Men,Foil Team,Gold,Summer
14494,1976,Montreal,Fencing,Fencing,"REICHERT, Klaus",FRG,Men,Foil Team,Gold,Summer
14495,1976,Montreal,Fencing,Fencing,"SENS-GORIUS, Erk",FRG,Men,Foil Team,Gold,Summer
14496,1976,Montreal,Fencing,Fencing,"CALATRONI, Attilio",ITA,Men,Foil Team,Silver,Summer
14497,1976,Montreal,Fencing,Fencing,"COLETTI, Giovanni Battista",ITA,Men,Foil Team,Silver,Summer
14498,1976,Montreal,Fencing,Fencing,"DAL ZOTTO, Fabio",ITA,Men,Foil Team,Silver,Summer
14499,1976,Montreal,Fencing,Fencing,"MONTANO, Carlo",ITA,Men,Foil Team,Silver,Summer
14500,1976,Montreal,Fencing,Fencing,"SIMONCELLI, Stefano",ITA,Men,Foil Team,Silver,Summer
14501,1976,Montreal,Fencing,Fencing,"BOBIS-FERKASINSZKY, Ildiko",HUN,Women,Foil Team,Bronze,Summer
14502,1976,Montreal,Fencing,Fencing,"KOVACS, Edit",HUN,Women,Foil Team,Bronze,Summer
14503,1976,Montreal,Fencing,Fencing,"MAROS, Magda",HUN,Women,Foil Team,Bronze,Summer
14504,1976,Montreal,Fencing,Fencing,"REJTO-UJLAKI, Ildiko",HUN,Women,Foil Team,Bronze,Summer
14505,1976,Montreal,Fencing,Fencing,"SCHWARCZENBERGER, Ildiko",HUN,Women,Foil Team,Bronze,Summer
14506,1976,Montreal,Fencing,Fencing,"GILIAZOVA, Nailia",URS,Women,Foil Team,Gold,Summer
14507,1976,Montreal,Fencing,Fencing,"KNYAZEVA, Olga",URS,Women,Foil Team,Gold,Summer
14508,1976,Montreal,Fencing,Fencing,"NIKONOVA, Valentina",URS,Women,Foil Team,Gold,Summer
14509,1976,Montreal,Fencing,Fencing,"NOVIKOVA-BELOVA, Elena",URS,Women,Foil Team,Gold,Summer
14510,1976,Montreal,Fencing,Fencing,"SIDOROVA, Valentina",URS,Women,Foil Team,Gold,Summer
14511,1976,Montreal,Fencing,Fencing,"GAPAIS-DUMONT, Brigitte",FRA,Women,Foil Team,Silver,Summer
14512,1976,Montreal,Fencing,Fencing,"HERBSTER-JOSLAND, Claudette",FRA,Women,Foil Team,Silver,Summer
14513,1976,Montreal,Fencing,Fencing,"LATRILLE-GAUDIN, Brigitte",FRA,Women,Foil Team,Silver,Summer
14514,1976,Montreal,Fencing,Fencing,"MUZIO, Christine",FRA,Women,Foil Team,Silver,Summer
14515,1976,Montreal,Fencing,Fencing,"TRINQUET, Veronique",FRA,Women,Foil Team,Silver,Summer
14516,1976,Montreal,Fencing,Fencing,"SIDYAK, Viktor",URS,Men,Sabre Individual,Bronze,Summer
14517,1976,Montreal,Fencing,Fencing,"KROVOPUSKOV, Viktor",URS,Men,Sabre Individual,Gold,Summer
14518,1976,Montreal,Fencing,Fencing,"NAZLYMOV, Vladimir",URS,Men,Sabre Individual,Silver,Summer
14519,1976,Montreal,Fencing,Fencing,"IRIMICIUC, Daniel",ROU,Men,Sabre Team,Bronze,Summer
14520,1976,Montreal,Fencing,Fencing,"MARIN, Corneliu",ROU,Men,Sabre Team,Bronze,Summer
14521,1976,Montreal,Fencing,Fencing,"MUSTATA, Marin",ROU,Men,Sabre Team,Bronze,Summer
14522,1976,Montreal,Fencing,Fencing,"NILCA, Alexandru",ROU,Men,Sabre Team,Bronze,Summer
14523,1976,Montreal,Fencing,Fencing,"POP, Ioan",ROU,Men,Sabre Team,Bronze,Summer
14524,1976,Montreal,Fencing,Fencing,"BURTSEV, Mikhail",URS,Men,Sabre Team,Gold,Summer
14525,1976,Montreal,Fencing,Fencing,"KROVOPUSKOV, Viktor",URS,Men,Sabre Team,Gold,Summer
14526,1976,Montreal,Fencing,Fencing,"NAZLYMOV, Vladimir",URS,Men,Sabre Team,Gold,Summer
14527,1976,Montreal,Fencing,Fencing,"SIDYAK, Viktor",URS,Men,Sabre Team,Gold,Summer
14528,1976,Montreal,Fencing,Fencing,"VINOKUROV, Eduard",URS,Men,Sabre Team,Gold,Summer
14529,1976,Montreal,Fencing,Fencing,"ARCIDIACONO, Angelo",ITA,Men,Sabre Team,Silver,Summer
14530,1976,Montreal,Fencing,Fencing,"MAFFEI, Michele",ITA,Men,Sabre Team,Silver,Summer
14531,1976,Montreal,Fencing,Fencing,"MONTANO, Mario Aldo",ITA,Men,Sabre Team,Silver,Summer
14532,1976,Montreal,Fencing,Fencing,"MONTANO, Mario Tullio",ITA,Men,Sabre Team,Silver,Summer
14533,1976,Montreal,Fencing,Fencing,"MONTANO, Tommaso",ITA,Men,Sabre Team,Silver,Summer
14534,1976,Montreal,Football,Football,"ASTAPOVSKY, Vladimir",URS,Men,Football,Bronze,Summer
14535,1976,Montreal,Football,Football,"BLOKHIN, Oleg",URS,Men,Football,Bronze,Summer
14536,1976,Montreal,Football,Football,"BURYAK, Leonid",URS,Men,Football,Bronze,Summer
14537,1976,Montreal,Football,Football,"FEDOROV, Vladimir",URS,Men,Football,Bronze,Summer
14538,1976,Montreal,Football,Football,"FOMENKO, Mikhail",URS,Men,Football,Bronze,Summer
14539,1976,Montreal,Football,Football,"KIPIANI, David",URS,Men,Football,Bronze,Summer
14540,1976,Montreal,Football,Football,"KOLOTOV, Viktor",URS,Men,Football,Bronze,Summer
14541,1976,Montreal,Football,Football,"KONKOV, Anatoli",URS,Men,Football,Bronze,Summer
14542,1976,Montreal,Football,Football,"MATVIENKO, Viktor",URS,Men,Football,Bronze,Summer
14543,1976,Montreal,Football,Football,"MINAEV, Aleksandr",URS,Men,Football,Bronze,Summer
14544,1976,Montreal,Football,Football,"NAZARENKO, Leonid",URS,Men,Football,Bronze,Summer
14545,1976,Montreal,Football,Football,"ONISHCHENKO, Vladimir",URS,Men,Football,Bronze,Summer
14546,1976,Montreal,Football,Football,"PROKHOROV, Aleksandr",URS,Men,Football,Bronze,Summer
14547,1976,Montreal,Football,Football,"RESHKO, Stefan",URS,Men,Football,Bronze,Summer
14548,1976,Montreal,Football,Football,"TROSHKIN, Vladimir",URS,Men,Football,Bronze,Summer
14549,1976,Montreal,Football,Football,"VEREMEEV, Vladimir",URS,Men,Football,Bronze,Summer
14550,1976,Montreal,Football,Football,"ZVYAGINTSEV, Viktor",URS,Men,Football,Bronze,Summer
14551,1976,Montreal,Football,Football,"BRANSCH, Bernd",GDR,Men,Football,Gold,Summer
14552,1976,Montreal,Football,Football,"CROY, Jürgen",GDR,Men,Football,Gold,Summer
14553,1976,Montreal,Football,Football,"DÖRNER, Hans-Jürgen",GDR,Men,Football,Gold,Summer
14554,1976,Montreal,Football,Football,"GRAPENTHIN, Hans-Ulrich",GDR,Men,Football,Gold,Summer
14555,1976,Montreal,Football,Football,"GRÖBNER, Wilfried",GDR,Men,Football,Gold,Summer
14556,1976,Montreal,Football,Football,"HÄFNER, Reinhard",GDR,Men,Football,Gold,Summer
14557,1976,Montreal,Football,Football,"HEIDLER, Gerd",GDR,Men,Football,Gold,Summer
14558,1976,Montreal,Football,Football,"HOFFMANN, Martin",GDR,Men,Football,Gold,Summer
14559,1976,Montreal,Football,Football,"KISCHE, Gerd",GDR,Men,Football,Gold,Summer
14560,1976,Montreal,Football,Football,"KURBJUWEIT, Lothar",GDR,Men,Football,Gold,Summer
14561,1976,Montreal,Football,Football,"LAUCK, Reinhard",GDR,Men,Football,Gold,Summer
14562,1976,Montreal,Football,Football,"LÖWE, Wolfram",GDR,Men,Football,Gold,Summer
14563,1976,Montreal,Football,Football,"RIEDEL, Dieter",GDR,Men,Football,Gold,Summer
14564,1976,Montreal,Football,Football,"RIEDIGER, Hans-Jürgen",GDR,Men,Football,Gold,Summer
14565,1976,Montreal,Football,Football,"SCHADE, Hartmut",GDR,Men,Football,Gold,Summer
14566,1976,Montreal,Football,Football,"WEBER, Gerd",GDR,Men,Football,Gold,Summer
14567,1976,Montreal,Football,Football,"WEISE, Konrad",GDR,Men,Football,Gold,Summer
14568,1976,Montreal,Football,Football,"BENIGER, Jan",POL,Men,Football,Silver,Summer
14569,1976,Montreal,Football,Football,"CMIKIEWICZ, Leslaw",POL,Men,Football,Silver,Summer
14570,1976,Montreal,Football,Football,"DEYNA, Kazimierz",POL,Men,Football,Silver,Summer
14571,1976,Montreal,Football,Football,"GORGON, Jerzy",POL,Men,Football,Silver,Summer
14572,1976,Montreal,Football,Football,"KASPERCZAK, Henryk",POL,Men,Football,Silver,Summer
14573,1976,Montreal,Football,Football,"KMIECIK, Kazimierz",POL,Men,Football,Silver,Summer
14574,1976,Montreal,Football,Football,"LATO, Grzegorz",POL,Men,Football,Silver,Summer
14575,1976,Montreal,Football,Football,"MASZCZYK, Zygmunt",POL,Men,Football,Silver,Summer
14576,1976,Montreal,Football,Football,"MOWLIK, Piotr",POL,Men,Football,Silver,Summer
14577,1976,Montreal,Football,Football,"OGAZA, Roman",POL,Men,Football,Silver,Summer
14578,1976,Montreal,Football,Football,"RUDY, Wojciech",POL,Men,Football,Silver,Summer
14579,1976,Montreal,Football,Football,"SZARMACH, Andrzej",POL,Men,Football,Silver,Summer
14580,1976,Montreal,Football,Football,"SZYMANOWSKI, Antoni",POL,Men,Football,Silver,Summer
14581,1976,Montreal,Football,Football,"TOMASZEWSKI, Jan",POL,Men,Football,Silver,Summer
14582,1976,Montreal,Football,Football,"WAWROWSKI, Henryk",POL,Men,Football,Silver,Summer
14583,1976,Montreal,Football,Football,"WIECZOREK, Henryk",POL,Men,Football,Silver,Summer
14584,1976,Montreal,Football,Football,"ZMUDA, Wladyslaw",POL,Men,Football,Silver,Summer
14585,1976,Montreal,Gymnastics,Artistic G.,"UNGUREANU, Teodora",ROU,Women,Balance Beam,Bronze,Summer
14586,1976,Montreal,Gymnastics,Artistic G.,"COMANECI, Nadia",ROU,Women,Balance Beam,Gold,Summer
14587,1976,Montreal,Gymnastics,Artistic G.,"KORBUT, Olga",URS,Women,Balance Beam,Silver,Summer
14588,1976,Montreal,Gymnastics,Artistic G.,"KORMANN, Peter Martin",USA,Men,Floor Exercises,Bronze,Summer
14589,1976,Montreal,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Floor Exercises,Gold,Summer
14590,1976,Montreal,Gymnastics,Artistic G.,"MARCHENKO, Vladimir",URS,Men,Floor Exercises,Silver,Summer
14591,1976,Montreal,Gymnastics,Artistic G.,"COMANECI, Nadia",ROU,Women,Floor Exercises,Bronze,Summer
14592,1976,Montreal,Gymnastics,Artistic G.,"KIM, Nelli",URS,Women,Floor Exercises,Gold,Summer
14593,1976,Montreal,Gymnastics,Artistic G.,"TURISCHEVA, Lyudmila",URS,Women,Floor Exercises,Silver,Summer
14594,1976,Montreal,Gymnastics,Artistic G.,"BOERIO, Henry",FRA,Men,Horizontal Bar,Bronze,Summer
14595,1976,Montreal,Gymnastics,Artistic G.,"GIENGER, Eberhard",FRG,Men,Horizontal Bar,Bronze,Summer
